anzahl;vorname;geschlecht
1;Anh;m
1;Alison;w
1;Antal;m
1;Aliya;w
1;Arne;m
1;Aljesa;w
1;Arnis;m
1;Almina;w
1;Artjöm;m
1;Alyssa;w
1;Asen;m
1;Amelia;w
1;Baldur;m
1;Amilah;w
1;Bao;m
1;Aminata;w
1;Baran;m
1;Amy-Jolien;w
1;Bela;m
1;Anabella;w
1;Benedikt;m
1;Anabelle;w
1;Benjamin-Hauke;m
1;Andrra;w
1;Benni;m
1;Angel;w
1;Benno;m
1;Angelika;w
1;Benny;m
1;Angelina-Lea;w
1;Berent;m
1;Anjouly;w
1;Blend;m
1;Ann;w
1;Bogdan;m
1;Annalies-Sophia;w
1;Bosse;m
1;Anne;w
1;Bruce;m
1;Anneli;w
1;Bui;m
1;Annemarie;w
1;Burkhard;m
1;Annika;w
1;Callum;m
1;Argynovna;w
1;Casi;m
1;Ariella;w
1;Casimir;m
1;Arouzia;w
1;Casper;m
1;Arshnoor;w
1;Caylon;m
1;Asenova;w
1;Charlie;m
1;Ashley;w
1;Christoph;m
1;Ashley-Serafine;w
1;Ciwan;m
1;Asiya;w
1;Clemens;m
1;Astrid;w
1;Collin;m
1;Aurora;w
1;Costa;m
1;Aurélia-Joyce;w
1;Damian-Joel;m
1;Ayana;w
1;Damien;m
1;Bao;w
1;Danny;m
1;Barbara;w
1;Darian;m
1;Belle;w
1;Darius;m
1;Bettina;w
1;Darvin;m
1;Betty;w
1;Davis;m
1;Carina;w
1;Dawid;m
1;Carlotta;w
1;Dean-Maik;m
1;Celia;w
1;Delal;m
1;Celina;w
1;Derek;m
1;Chaja;w
1;Desmond;m
1;Charleen;w
1;Devran;m
1;Charlene;w
1;Dieter;m
1;Charlotte-Amélie;w
1;Dominic;m
1;Chayene;w
1;Dominik;m
1;Christiane;w
1;Donevin;m
1;Ciara-Julie;w
1;Duc;m
1;Claudia;w
1;Duran;m
1;Cleo;w
1;Dustin;m
1;Constanzia;w
1;Dylan;m
1;Dana;w
1;Dănuz;m
1;Dana-Emilya;w
1;eddin;m
1;Dana-Zoey;w
1;Ede;m
1;Daniela;w
1;Eden;m
1;Denise;w
1;Edmund;m
1;Deniz;w
1;Eduard;m
1;Desiree;w
1;Eduart;m
1;Djansu;w
1;Elia;m
1;Dora;w
1;Elija;m
1;Duygu;w
1;Elÿ;m
1;Edith;w
1;Emanuele;m
1;Ekaterina;w
1;Emanujel;m
1;Elaine;w
1;Emil-Louis;m
1;Eleonore;w
1;Emilias;m
1;Elfriede;w
1;Emin;m
1;Elinor;w
1;Ender;m
1;Elisa;w
1;Eric;m
1;Elisa-Marie;w
1;Ermin;m
1;Elissa;w
1;Ethan;m
1;Ella;w
1;Etienne;m
1;Elli;w
1;Evan;m
1;Ellie;w
1;Evin;m
1;Eloise;w
1;Fayth;m
1;Emely;w
1;Ferry;m
1;Emilia-Joleen;w
1;Finlay;m
1;Emily-Melissa;w
1;Finlay-Thore;m
1;Emilya;w
1;Finn-Bellamy;m
1;Emmi;w
1;Finn-Luca;m
1;Emmy;w
1;Francis;m
1;Ena;w
1;Franklin;m
1;Esra;w
1;Franz;m
1;Etti;w
1;Frederick;m
1;Eulalia;w
1;Friedel;m
1;Eva;w
1;Friedo;m
1;Evangeline;w
1;Fritz;m
1;Evelyn;w
1;Fynn-Luca;m
1;Evelyne;w
1;Georg;m
1;Ewa;w
1;Georgy;m
1;Fatima;w
1;Gero;m
1;Felice;w
1;Gustav;m
1;Fenia;w
1;Hadgimurad;m
1;Fine;w
1;Harry;m
1;Fjorela;w
1;Hederovič;m
1;Flora;w
1;Heikki-Robin;m
1;Francesca;w
1;Heinz;m
1;Franziska;w
1;Hermann;m
1;Fredericke;w
1;Hoang;m
1;Freya;w
1;Hưng;m
1;Frida-Leia;w
1;Ian;m
1;Frija;w
1;Ilyes;m
1;Germania;w
1;Isaia;m
1;Greta;w
1;Issac;m
1;Gusting;w
1;Ivanov;m
1;Gülay;w
1;Iven;m
1;Hadija;w
1;Iwan;m
1;Hadizhat;w
1;Jackson;m
1;Heike;w
1;Jacob;m
1;Hella;w
1;Jamal;m
1;Henriette;w
1;James;m
1;Henrike;w
1;Jan;m
1;Hermine;w
1;Janick;m
1;Hope;w
1;Janis-Luca;m
1;Ibragimova;w
1;Jannes;m
1;Idrial;w
1;Janno;m
1;Ilvy;w
1;Janusz;m
1;Imani;w
1;Jascha;m
1;Inessa;w
1;Jason-Alexander;m
1;Isabel;w
1;Jason-Finn;m
1;Ivaylova;w
1;Jason-Luca;m
1;Ivy;w
1;Javier;m
1;Jada;w
1;Jaxon;m
1;Jael;w
1;Jeffrey-Noel;m
1;Jamayne;w
1;Jens;m
1;Jamy;w
1;Jeremy;m
1;Jane;w
1;Jerome;m
1;Jannah;w
1;Jesper;m
1;Jasmine;w
1;Jing;m
1;Jazmyn;w
1;Jo;m
1;Jen;w
1;Joe;m
1;Jessica;w
1;Johan;m
1;Joan;w
1;Johnny;m
1;Joana;w
1;Jonne;m
1;Jocelyne;w
1;Josef;m
1;Joleen-Jessi;w
1;Joshuar;m
1;Jolie-Marie;w
1;Joé;m
1;Jolien;w
1;Julius;m
1;Jolina;w
1;Junior;m
1;Josy;w
1;Juri;m
1;Joya;w
1;Justin;m
1;Julie;w
1;Justin-Taylor;m
1;Juliette;w
1;Jörn;m
1;Juna;w
1;Jürgen;m
1;Juno;w
1;Kacper;m
1;Juwariah;w
1;Kevin;m
1;Kaja;w
1;Kirill;m
1;Kalotta;w
1;Klaus;m
1;Karin;w
1;Konrad;m
1;Karina;w
1;Konstantinos;m
1;Karlotta;w
1;Lazaros;m
1;Karo;w
1;Leander;m
1;Karolina;w
1;Leandro;m
1;Kate-Linn;w
1;Leeroy;m
1;Kathrin;w
1;Lennox;m
1;Kathrina;w
1;Lenny;m
1;Katja;w
1;Leon-Gino;m
1;Katy;w
1;Leonard;m
1;Kaur;w
1;Leonardo;m
1;Kaylee;w
1;Leonhard;m
1;Kiara;w
1;Leonidas;m
1;Kim;w
1;Leonie;m
1;Kira;w
1;Levin;m
1;Klarissa;w
1;Lewin;m
1;Käthe;w
1;Liam-Johnston;m
1;Laeticia;w
1;Lieven;m
1;Laila;w
1;Lino;m
1;Lainie;w
1;London;m
1;Laya;w
1;Luc;m
1;Layla;w
1;Lucian;m
1;Layla-Alexis;w
1;Lucio;m
1;Leefke;w
1;Ludo;m
1;Leena;w
1;Luis-;m
1;Lena;w
1;Luka;m
1;Lennia;w
1;Lux;m
1;Lennja;w
1;Mads;m
1;Lennya;w
1;Maik;m
1;Leonora;w
1;Malik;m
1;Lexy;w
1;Manuel;m
1;Leyla;w
1;Marcus;m
1;Lia;w
1;Marek;m
1;Libera;w
1;Marijan;m
1;Lidiya;w
1;Mark;m
1;Liesa;w
1;Marko;m
1;Liesbeth;w
1;Marlin;m
1;Lilly-Sophie;w
1;Marvin;m
1;Lilou-Elouise;w
1;Marwin;m
1;Linja;w
1;Mason;m
1;Liora;w
1;Mason-Jackson;m
1;Lisbeth;w
1;Mateo;m
1;Lissi-Isabella;w
1;Mathéo;m
1;Liza;w
1;Matthew;m
1;Loreen;w
1;Michel;m
1;Lotte;w
1;Michelle;m
1;Lotti;w
1;Mihail;m
1;Lou;w
1;Mikka;m
1;Lou-Jean;w
1;Milo;m
1;Lucy-Lou;w
1;Minh;m
1;Luzia;w
1;Mino;m
1;Lyanna;w
1;Miran;m
1;Lydia;w
1;Miron;m
1;Lynett;w
1;Mohammed;m
1;Léona;w
1;Muhamed-Emin;m
1;Madeleine;w
1;Muhammad;m
1;Maili;w
1;Nam;m
1;Mailin;w
1;Nasser;m
1;Maite;w
1;Nathan;m
1;Maja-Heike;w
1;Nathaniel;m
1;Malea;w
1;Nathawut;m
1;Malea-Sophie;w
1;Natthaphon;m
1;Malene;w
1;Neo;m
1;Malia;w
1;Nephilim;m
1;Malin;w
1;Nguyen;m
1;Malou;w
1;Nhật;m
1;Malvina;w
1;Niccolò;m
1;Malwine;w
1;Nicklas;m
1;Manuela;w
1;Niclas;m
1;Mara;w
1;Nico;m
1;Marianne;w
1;Niels;m
1;Marike;w
1;Nile;m
1;Marilena;w
1;Nino;m
1;Marissa;w
1;Nio;m
1;Marleen;w
1;Nisan;m
1;Marlene;w
1;Nual;m
1;Marlies;w
1;ohne;m
1;Marry-Jane;w
1;Olaf;m
1;Martina;w
1;Oliver;m
1;Mathilde;w
1;Omar;m
1;Maxi;w
1;Osman;m
1;Maya;w
1;Otto;m
1;Meadow;w
1;Ottó;m
1;Megan;w
1;Pascal;m
1;Melina-Jayne;w
1;Patrice;m
1;Melinda;w
1;Patryk;m
1;Melisande;w
1;Paul-David;m
1;Melita;w
1;Paulo;m
1;Mia-Salë;w
1;Per;m
1;Mia-Sofie;w
1;Percy;m
1;Michelle;w
1;Perry;m
1;Mika;w
1;Pexen;m
1;Milane;w
1;Phillip;m
1;Miley;w
1;Phillipp;m
1;Milla;w
1;Piet;m
1;Mina;w
1;Piter;m
1;Mirabella;w
1;Railey;m
1;Miriam;w
1;Rainer;m
1;Miriel;w
1;Ralf;m
1;Mitra;w
1;Ralph;m
1;Monica;w
1;Raphael;m
1;Monika;w
1;Ray;m
1;Morgaine;w
1;Rayen;m
1;My;w
1;Rene;m
1;Naja;w
1;Ricardo;m
1;Nala;w
1;Ricco;m
1;Nansasi;w
1;Rick;m
1;Natalia;w
1;Rik;m
1;Neela;w
1;Rio;m
1;Ngo;w
1;Rocko;m
1;Nicol;w
1;Roland;m
1;Nicole;w
1;Roman;m
1;Nisa;w
1;Romual;m
1;Noemi;w
1;Rudolf;m
1;Ostara;w
1;Ruslan;m
1;Payton;w
1;Sacha;m
1;Phelina;w
1;Sam;m
1;Phoebe;w
1;Seabathian;m
1;Pia-Marie;w
1;Sean-Paul;m
1;Pia-Melissa;w
1;Seishika;m
1;Quynh;w
1;Sky-Jayden;m
1;Rani;w
1;Sokey;m
1;Ranim;w
1;Soltan;m
1;Rasulovna;w
1;Spike;m
1;Rebecca;w
1;Stev;m
1;Rebeka;w
1;Steve;m
1;Rebekka;w
1;Symen;m
1;Regina;w
1;Taylor;m
1;Ria;w
1;Teddy;m
1;Ricka;w
1;Teo;m
1;Rita;w
1;Terentiy;m
1;Robin;w
1;Thiago;m
1;Roja;w
1;Thies;m
1;Rosa;w
1;Thordes;m
1;Rosalia;w
1;Thore;m
1;Rose;w
1;Thorin;m
1;Roya;w
1;Tiago;m
1;Rubina;w
1;Timm;m
1;Runa;w
1;Timon;m
1;Sabine;w
1;Timur;m
1;Sabrina;w
1;Todor;m
1;Salamovna;w
1;Tony;m
1;Salomé;w
1;Tristan;m
1;Samira;w
1;Udo;m
1;Sandrine;w
1;Vico;m
1;Sarina;w
1;Victor;m
1;Sassi-Fee;w
1;Viyan;m
1;Selena;w
1;Vladislav;m
1;Selma;w
1;Vũ;m
1;Senja;w
1;Wilhelm;m
1;Senta;w
1;Willy;m
1;Shakti;w
1;Wisdom;m
1;Shirly;w
1;Wotan;m
1;Sibylle;w
1;Xaver;m
1;Simona;w
1;Xi;m
1;Sina;w
1;Yamil;m
1;Sky;w
1;Yannis;m
1;Soey;w
1;Yasin;m
1;Sohasni;w
1;Yağmur;m
1;Sol;w
1;Yoandry;m
1;Stacy;w
1;Youssef;m
1;Stella-Marie;w
1;Zejd;m
1;Stephanie;w
1;Çinar;m
1;Stina;w
1;Sue;w
1;Sylvia;w
1;Sylwia;w
1;Talina;w
1;Tam;w
1;Teodora;w
1;Terézia;w
1;Thea;w
1;Theodora;w
1;Theresa;w
1;Tiffany;w
1;Tilda;w
1;Timea;w
1;Tjara;w
1;Tra;w
1;Trang;w
1;Tường;w
1;Ute;w
1;Valerie;w
1;Vera;w
1;Viktoria;w
1;Violet;w
1;Violeta;w
1;Violetta;w
1;Vivienne;w
1;Vy;w
1;Vyvyien;w
1;Wiebke;w
1;Wilhelmina;w
1;Xenia;w
1;Yasmin;w
1;Ylvi;w
1;Yuna;w
1;Zahra;w
1;Zaman;w
1;Zarah;w
1;Zelda;w
1;Zoé-Auri;w
1;Zvezdelina;w
