anzahl;vorname;geschlecht
2;Filip;m
2;Emely;w
2;Fritz;m
2;Ewa;w
2;Georg;m
2;Eylül;w
2;Giuseppe;m
2;Fiona;w
2;Hasan;m
2;Frida;w
2;Heinrich;m
2;Gabriela;w
2;Hüseyin;m
2;Greta;w
2;Ibrahim;m
2;Hanna;w
2;Ingo;m
2;Hazal;w
2;Jamal;m
2;Helene;w
2;Jamie;m
2;Ikra;w
2;Jamil;m
2;Janina;w
2;Jannick;m
2;Josefine;w
2;Jeremia;m
2;Juliane;w
2;John;m
2;Jutta;w
2;Jonas;m
2;Larissa;w
2;Jonte;m
2;Leyla;w
2;Jordan;m
2;Liliana;w
2;Joshua;m
2;Lilly;w
2;Jovan;m
2;Linda;w
2;Jürgen;m
2;Lotta;w
2;Kaan;m
2;Louise;w
2;Kai;m
2;Malina;w
2;Kerem;m
2;Mariam;w
2;Kilian;m
2;Mariella;w
2;Lars;m
2;Marlene;w
2;Lennard;m
2;Matilda;w
2;Lennart;m
2;Medina;w
2;Levi;m
2;Melina;w
2;Lewis;m
2;Melissa;w
2;Mahir;m
2;Merle;w
2;Marcel;m
2;Michelle;w
2;Mats;m
2;Miray;w
2;Maurice;m
2;Natalia;w
2;Max;m
2;Nele;w
2;Melvin;m
2;Olivia;w
2;Miraç;m
2;Paulina;w
2;Mohamed;m
2;Sarah;w
2;Moussa;m
2;Sofie;w
2;Nikolas;m
2;Stephanie;w
2;Nizar;m
2;Wilhelmine;w
2;Noel;m
2;Yade;w
2;Omar;m
2;Yara;w
2;Patrick;m
2;Zoey;w
2;Pepe;m
2;Piotr;m
2;Poyraz;m
2;Ronaldo;m
2;Sean;m
2;Stephan;m
2;Sven;m
2;Talha;m
2;Tamino;m
2;Timo;m
2;Tobias;m
2;Tomasz;m
2;Valentin;m
2;Vincent;m
2;Yunus;m
2;Ömer;m
1;Abby;w
1;Achere;w
1;Adebisi;w
1;Adile;w
1;Adnana;w
1;Agata;w
1;Agnieszka;w
1;Aisha;w
1;Aişe;w
1;Ajla;w
1;Akasya;w
1;Aleksandra;w
1;Alena;w
1;Alenya;w
1;Alexis;w
1;Alicia;w
1;Aaron-Leonidas;m
1;Alicia-Adriana;w
1;Abbas;m
1;Alicja;w
1;Abdelmaoula-Yacoub;m
1;Alima;w
1;Abdoul-Salam;m
1;Alisa;w
1;Abdourahman;m
1;Alisia;w
1;Abdul;m
1;Alissa;w
1;Abdulkadir;m
1;Alissya;w
1;Abdulraheem;m
1;Aliya;w
1;Abdurrahman;m
1;Aliyah;w
1;Abu-Bakr;m
1;Aliyu;w
1;Adrian-Denis;m
1;Alva;w
1;Afonso;m
1;Alyna;w
1;Agyeman;m
1;Amanda;w
1;Aiden;m
1;Amely;w
1;Alan;m
1;Amina;w
1;Alec;m
1;Ammara;w
1;Alek;m
1;Ana-Maria;w
1;Aleksander;m
1;Anastazija;w
1;Alessio;m
1;Angelika;w
1;Alessio-Laith;m
1;Angelina;w
1;Alfredo;m
1;Angelique;w
1;Ali-Rıza;m
1;Anita;w
1;Alieren;m
1;Anja;w
1;Almedin;m
1;Annabell;w
1;Alpertunga;m
1;Anne;w
1;Alptuğ;m
1;Annegret;w
1;Amar;m
1;Antonella;w
1;Ammar;m
1;Antonia;w
1;Anas;m
1;Area;w
1;Anass;m
1;Aria;w
1;André;m
1;Arif;w
1;Anoma;m
1;Armina;w
1;Ansar;m
1;Artemis;w
1;Anton;m
1;Arzum;w
1;Aragon;m
1;Asiya;w
1;Aran;m
1;Asya;w
1;Arda;m
1;Attaria;w
1;Ardit;m
1;Aurelia;w
1;Aren;m
1;Avşin;w
1;Ariel;m
1;Aya;w
1;Arif;m
1;Ayla;w
1;Aris;m
1;Aylin;w
1;Ariyan;m
1;Aynur;w
1;Arjen;m
1;Ayten;w
1;Armağan;m
1;Aytül;w
1;Arne;m
1;Bade;w
1;Artin;m
1;Becca;w
1;Aryan;m
1;Bejna;w
1;Ashar;m
1;Berlin;w
1;Atilla;m
1;Berra;w
1;Atsi;m
1;Bilge;w
1;August;m
1;Bilgin;w
1;Augustin;m
1;Biobele;w
1;Aurelius;m
1;Birgit;w
1;Ayden;m
1;Bracha;w
1;Azad;m
1;Cadelyn;w
1;Azat;m
1;Calliope;w
1;Aziz;m
1;Camilla;w
1;Baba;m
1;Can;w
1;Badia;m
1;Carina;w
1;Bahattin-Engin;m
1;Carla;w
1;Balázs;m
1;Carlotta;w
1;Baraa;m
1;Carolina;w
1;Baraz;m
1;Caruna;w
1;Barne;m
1;Cassandra;w
1;Batuhan;m
1;Cataleya;w
1;Baxter;m
1;Cathalena;w
1;Benedikt;m
1;Cayide;w
1;Bennett;m
1;Cecylia;w
1;Benno;m
1;Celeste;w
1;Berat;m
1;Celin;w
1;Berkant;m
1;Celina;w
1;Berkay;m
1;Cennet;w
1;Bernard;m
1;Ceren;w
1;Bernhard;m
1;Ceyla-Elisabeth;w
1;Berzan;m
1;Charlyne;w
1;Bjarne;m
1;Chimamanda;w
1;Blnd;m
1;Chiyan;w
1;Bob;m
1;Christel;w
1;Bogomil;m
1;Christiane;w
1;Brayn;m
1;Christianna-Mavie;w
1;Burak;m
1;Christina;w
1;Bénoit;m
1;Clarissa;w
1;Caleb;m
1;Claudia;w
1;Calogero;m
1;Damlanur;w
1;Caney;m
1;Dania;w
1;Carlyle-Jasper;m
1;Daniela;w
1;Caruso;m
1;Davia;w
1;Chamzatovič;m
1;Davina;w
1;Chief;m
1;Deborah;w
1;Chinonso;m
1;Deniz;w
1;Chris;m
1;Diadema;w
1;Cihan;m
1;Dila;w
1;Clemens;m
1;Dilara;w
1;Collin;m
1;Dilda;w
1;Cîwan;m
1;Dilreet;w
1;Daimon;m
1;Dina;w
1;Darius;m
1;Djannat;w
1;Dariusz;m
1;Djéssie;w
1;Darren;m
1;Duaa;w
1;Darryl;m
1;Ebrar;w
1;Daryl;m
1;Eftalya;w
1;Dastan;m
1;Eileen;w
1;Davis;m
1;Elaine;w
1;Davut-Emre;m
1;Elea;w
1;Dağhan;m
1;Elis;w
1;Deniz;m
1;Elisabet;w
1;Dennis;m
1;Elisar;w
1;Devin;m
1;Elizabeth;w
1;Devin-Santiago;m
1;Elizaveta;w
1;Dewrim;m
1;Eljesa;w
1;Diamon;m
1;Eloghosa;w
1;Diego;m
1;Eloise;w
1;Dillan;m
1;Elsa;w
1;Dimitar;m
1;Elvin;w
1;Dimitriević;m
1;Emela;w
1;Din;m
1;Emilie;w
1;Dion;m
1;Emilija;w
1;Dirk;m
1;Emilova;w
1;Djad;m
1;Emina;w
1;Djibril;m
1;Emmi;w
1;Dobromirov;m
1;Emmy;w
1;Dominikas;m
1;Emuna;w
1;Don;m
1;Enissa;w
1;Dorian;m
1;Eray;w
1;Dylan;m
1;Erdmunde;w
1;Dzhabrail;m
1;Erka;w
1;Eden;m
1;Erlina;w
1;Ege;m
1;Erza;w
1;Ekechukwu;m
1;Esin;w
1;Ekin;m
1;Esmira;w
1;Eli;m
1;Estelle;w
1;Eliam;m
1;Eugenia;w
1;Eliya;m
1;Eva;w
1;Elyesa;m
1;Ezine;w
1;Emanuel;m
1;Ezra;w
1;Emilov;m
1;Fabienne;w
1;Emmanuel;m
1;Fadima;w
1;Ender;m
1;Fae;w
1;Ensar;m
1;Fahriye;w
1;Enzo;m
1;Falastin;w
1;Erdem;m
1;Felina;w
1;Eric;m
1;Feyza;w
1;Erich;m
1;Filiz;w
1;Ernest;m
1;Finja;w
1;Erol;m
1;Finja-Sophie;w
1;Esat;m
1;Florentine;w
1;Evangelos;m
1;Franziska;w
1;Eyad;m
1;Frieda;w
1;Eymen;m
1;Fritzi;w
1;Fadil;m
1;Fryaz;w
1;Fahid;m
1;Fé;w
1;Fenimore;m
1;Féerie;w
1;Feodor;m
1;Gaia;w
1;Ferris;m
1;Gira;w
1;Fidel;m
1;Giulietta;w
1;Fikret;m
1;Gloria;w
1;Filippo;m
1;Grace;w
1;Finlay;m
1;Grete;w
1;Fon;m
1;Gülbeyaz;w
1;Fouad;m
1;Hadiel;w
1;Franck-Eugene;m
1;Hadle;w
1;Friedrich;m
1;Hailey;w
1;Fynn;m
1;Hamzatovna;w
1;Gabrijel;m
1;Hanin;w
1;Gaetano;m
1;Hariniya;w
1;Gaël;m
1;Hasret-Evin;w
1;Gerrit;m
1;Hatice;w
1;Gianluca;m
1;Havin;w
1;Gioele;m
1;Havva;w
1;Gloire;m
1;Hayley;w
1;Gregor;m
1;Hedwig;w
1;Habib;m
1;Heidi;w
1;Hadi;m
1;Helena;w
1;Haidar;m
1;Hendrika;w
1;Hajo;m
1;Hermine;w
1;Halid;m
1;Hilda;w
1;Halil;m
1;Hivda;w
1;Hammaam;m
1;Holly;w
1;Hamzah;m
1;Ilayda;w
1;Hanifi;m
1;Ilona;w
1;Hans-Jürgen;m
1;Ilse;w
1;Harry;m
1;Inas;w
1;Harun;m
1;Ipek;w
1;Hasanov;m
1;Irene;w
1;Haydar;m
1;Isabel;w
1;Hektor;m
1;Isabelle;w
1;Helmut;m
1;Islim;w
1;Henning;m
1;İslım;w
1;Henryk;m
1;Isra;w
1;Hermann;m
1;Iva;w
1;Hristov;m
1;Jacqueline;w
1;Hubert;m
1;Jamie;w
1;Hussein;m
1;Janice;w
1;Hüseyin-Ümit;m
1;Janin;w
1;Ibragimovič;m
1;Janine;w
1;İbrahim;m
1;Jasmin;w
1;Ignacy;m
1;Jasmine;w
1;Igor;m
1;Jasna;w
1;Ike;m
1;Javeria;w
1;Ilian;m
1;Jazmin;w
1;Ilias;m
1;Jazmine;w
1;Ilja;m
1;Jelena;w
1;İlkay;m
1;Jessica;w
1;Immanuel;m
1;Jia;w
1;Iring;m
1;Joana;w
1;Isacan;m
1;Joann;w
1;Isayah;m
1;Joleen;w
1;Ishak;m
1;Joleen-Christin;w
1;Ivaylov;m
1;Jolene;w
1;Iven;m
1;Jolie-Felice;w
1;Izet;m
1;Jordan;w
1;Jack;m
1;Joy;w
1;Jacques;m
1;Joyce;w
1;Jakob;m
1;Joyce-Joline;w
1;Jannes;m
1;Judith;w
1;Jannik;m
1;Jule;w
1;Jascha;m
1;Juli;w
1;Jasper;m
1;Juliana;w
1;Jayden-Tyran;m
1;Julianna;w
1;Jeppe;m
1;Julie;w
1;Jerome;m
1;Juna;w
1;Jibrael;m
1;Kalcheva;w
1;Jim;m
1;Kalina;w
1;Joey;m
1;Kamila;w
1;Johannes;m
1;Kamile;w
1;Jonny;m
1;Karolina;w
1;Josua;m
1;Karoline;w
1;Joël;m
1;Kassandra;w
1;Juan;m
1;Katarzyna;w
1;Julien;m
1;Kerstin;w
1;Julius;m
1;Kevser;w
1;Junes;m
1;Khira-Sou;w
1;Junior;m
1;Kim;w
1;Justus;m
1;Klara-Marie;w
1;Jérome;m
1;Klaudia;w
1;Kadir;m
1;Kristin;w
1;Kamil;m
1;Kristina;w
1;Karol;m
1;Laetitia;w
1;Karsten;m
1;Lajana;w
1;Kasimir;m
1;Lamis;w
1;Keke;m
1;Lamiya;w
1;Kemal;m
1;Larisa;w
1;Kendrick;m
1;Lauryn;w
1;Khan;m
1;Layla;w
1;Khemais;m
1;Lea-Marie;w
1;Khodr;m
1;Leana;w
1;Kian;m
1;Leandra;w
1;Klaus;m
1;Leila;w
1;Koray;m
1;Leni;w
1;Koudous;m
1;Lenya;w
1;Krystian;m
1;Leofina;w
1;Krzysztof;m
1;Leonora;w
1;Kutsal;m
1;Leonore;w
1;Kuzey;m
1;Letizia;w
1;Lais;m
1;Lia;w
1;Lankanath;m
1;Liah;w
1;Lasse;m
1;Liliane;w
1;Latif;m
1;Lilith;w
1;Lazar;m
1;Liljana;w
1;Leander;m
1;Lillian;w
1;Leano;m
1;Lilly-Marie;w
1;Lemuel;m
1;Lisbeth;w
1;Len;m
1;Liv;w
1;Lenny;m
1;Ljiljana;w
1;Leonardo;m
1;Lonia;w
1;Leonardt;m
1;Lorena;w
1;Leonidas;m
1;Lorin;w
1;Leopold;m
1;Lotta-Marie;w
1;Lev;m
1;Lotte;w
1;Levent;m
1;Louann;w
1;Lewend;m
1;Lucille;w
1;Lewin;m
1;Lucinda;w
1;Liam-Noel;m
1;Lucy-Melinda;w
1;Lian;m
1;Lucía;w
1;Linus-Gabriel;m
1;Luyanne;w
1;Lionel;m
1;Ly;w
1;Loran;m
1;Lyv;w
1;Loris;m
1;Lyvia;w
1;Louis-Nicolai;m
1;Madina;w
1;Louiz;m
1;Maida;w
1;Lucian;m
1;Maja;w
1;Luis-Finn;m
1;Majlinda;w
1;Luka;m
1;Malka;w
1;Lutz;m
1;Manuela;w
1;Magnus;m
1;Margarethe;w
1;Mahdi;m
1;Marie-Berthe;w
1;Mahmoud;m
1;Mariem;w
1;Maik;m
1;Marija;w
1;Malek;m
1;Marika;w
1;Malian;m
1;Marita;w
1;Malik;m
1;Marla;w
1;Malthe;m
1;Marlena;w
1;Marek;m
1;Marta;w
1;Maria;m
1;Martha;w
1;Mark;m
1;Mary-Luna;w
1;Markus;m
1;Maryam;w
1;Marsel;m
1;Mathilda-Luise;w
1;Matheo;m
1;Mathilde;w
1;Mathias;m
1;Matina;w
1;Mathéo;m
1;Mawadda;w
1;Matija;m
1;Mawunyo;w
1;Matteo;m
1;Maxim;w
1;Matthäus;m
1;Mayla;w
1;Matti;m
1;Maymouna;w
1;Mattis;m
1;Medni;w
1;Maxim;m
1;Melda;w
1;Maylo;m
1;Melina-Elin;w
1;Medzhnun;m
1;Melinda;w
1;Mehmedeminov;m
1;Melisa;w
1;Melih;m
1;Melisanur;w
1;Menelik;m
1;Melody;w
1;Merlin;m
1;Mevlüde;w
1;Mert;m
1;Mieke;w
1;Mertali;m
1;Milla;w
1;Metehan;m
1;Minel;w
1;Metin;m
1;Minkanova;w
1;Mica;m
1;Minze;w
1;Michel;m
1;Morayo;w
1;Miguel;m
1;Nadina;w
1;Mikael;m
1;Naemi;w
1;Mikail;m
1;Nalani;w
1;Milian;m
1;Nathalie;w
1;Milow-Namory;m
1;Nazli;w
1;Mio;m
1;Naïma;w
1;Mirac;m
1;Nechama;w
1;Miran;m
1;Nedzma;w
1;Miroslav;m
1;Neele;w
1;Mohammad;m
1;Ngum;w
1;Moses;m
1;Nicole;w
1;Muhammad-Amin;m
1;Nieke;w
1;Muhammed-Elyasa;m
1;Nika;w
1;Muhammed-Milad;m
1;Nike-Joline;w
1;Muhammed-Sadi;m
1;Niya;w
1;Murat;m
1;Nour;w
1;Mustapha;m
1;Noémi;w
1;Nahyan;m
1;Nyah;w
1;Nazim;m
1;Oda;w
1;Neo;m
1;Osayuwame;w
1;Nevis;m
1;Papatya;w
1;Nick;m
1;Paula;w
1;Nikan;m
1;Pelda;w
1;Nikita;m
1;Penelope;w
1;Niko;m
1;Penge;w
1;Nikodem;m
1;Peppa;w
1;Nikola;m
1;Petra;w
1;Nikolai;m
1;Philina;w
1;Nikolaus;m
1;Pia;w
1;Nino-Joel;m
1;Pokua;w
1;Noah-Amin;m
1;Princess;w
1;Noah-Jerome;m
1;Priscilla;w
1;Nolen;m
1;Prissla;w
1;Norbert;m
1;qizi;w
1;Noyan;m
1;Rachél;w
1;Noél-Jayden;m
1;Rahaf;w
1;Oliver;m
1;Rahme;w
1;Osabuohien;m
1;Rashida;w
1;Oscar;m
1;Raya;w
1;Osei;m
1;Rayana;w
1;Otto;m
1;Refedie;w
1;Pascal;m
1;Reila;w
1;Paulus;m
1;Rieke;w
1;Pejo;m
1;Rike;w
1;Philip;m
1;Riva;w
1;Philippe;m
1;Ronja;w
1;Pino;m
1;Ronya;w
1;Pio;m
1;Ruth;w
1;Pit;m
1;Ryustemova;w
1;Ponciano;m
1;Sabrina;w
1;Rabih;m
1;Safia;w
1;Rafał;m
1;Safiya;w
1;Raik;m
1;Sainab;w
1;Ramon;m
1;Sajida;w
1;Raphael;m
1;Salomé;w
1;Rasmus;m
1;Sandra;w
1;Recai;m
1;Sara;w
1;Redzheb;m
1;Sarojini;w
1;Reiner;m
1;Sasheva;w
1;Revan;m
1;Sebila;w
1;Rio;m
1;Selina;w
1;Robin;m
1;Selma;w
1;Rojwan;m
1;Semanur;w
1;Roman;m
1;Semira;w
1;Ruben;m
1;Serafina;w
1;Rudolf;m
1;Seryan;w
1;Ruslanovič;m
1;Shahida;w
1;Ryszard;m
1;Shanaya-Pearl;w
1;Rémy;m
1;Sheick;w
1;Safouan;m
1;Sherzod;w
1;Salamah;m
1;Shira;w
1;Sam;m
1;Silvia;w
1;Sameer;m
1;Silvieva;w
1;Sami;m
1;Skyler-Hope;w
1;Sasha;m
1;Soffiya;w
1;Sati;m
1;Sophia-Isabelle;w
1;Sefa;m
1;Stefanie;w
1;Sejdo;m
1;Stella;w
1;Serhat;m
1;Su;w
1;Seyit;m
1;Sultan;w
1;Shayan;m
1;Sumaya;w
1;Silas;m
1;Sumayya;w
1;Silias;m
1;Susanne;w
1;Siraj;m
1;Syrin;w
1;Siraç;m
1;Séna;w
1;Siyuan;m
1;Tahira;w
1;Sky;m
1;Tala;w
1;Stefan;m
1;Tanem;w
1;Svetlanov;m
1;Tanzila;w
1;Szymon;m
1;Tawakkul;w
1;Taha;m
1;Temur;w
1;Taiga;m
1;Thalia;w
1;Taim;m
1;Thara;w
1;Tamer;m
1;Theda;w
1;Tamo;m
1;Theresa;w
1;Tarek;m
1;Thule;w
1;Tarik;m
1;Tida;w
1;Taylor;m
1;Tinsley;w
1;Tewe;m
1;Tirza;w
1;Theo;m
1;Treasure;w
1;Thilo;m
1;Tugce;w
1;Thyreese;m
1;Tuğba;w
1;Tidus;m
1;Ulrike;w
1;Til;m
1;Umarovna;w
1;Till;m
1;Umujat;w
1;Timur;m
1;Una;w
1;Titus;m
1;Valerija;w
1;Tobechukwu;m
1;Vanda;w
1;Toni;m
1;Victoria;w
1;Torben;m
1;Viktoria;w
1;Travis;m
1;Virginia;w
1;Tristan;m
1;Vivian;w
1;Tyler;m
1;Yael;w
1;Tyron;m
1;Yamina;w
1;Ubay;m
1;Yanina;w
1;Udo;m
1;Yasmin;w
1;Umeyr;m
1;Yvonne;w
1;Vasile;m
1;Zahra;w
1;Vasilije;m
1;Zelal;w
1;Victor;m
1;Zilan;w
1;Vin-Lennox;m
1;Zofia;w
1;Walter;m
1;Zuzanna;w
1;Wassim;m
1;Zübeyde;w
1;Werner;m
1;Zümra;w
1;Wilhelm;m
1;Émilia;w
1;Willem;m
1;Öykü;w
1;Willi;m
1;Şura;w
1;Wolf;m
1;Žaklina;w
1;Wotan;m
1;Xhoel;m
1;Yaasin;m
1;Yakub;m
1;Yaman;m
1;Yannik;m
1;Yaron;m
1;Yasin;m
1;Yaya;m
1;Yiğit-Eren;m
1;Younes;m
1;Youssef;m
1;Yunos;m
1;Zaidan;m
1;Zakaria;m
1;Zaman;m
1;Zarif;m
1;Zerşad;m
1;Zoran;m
1;Âroslavovič;m
1;Çağatay;m
1;Ömer-Ertuğrul;m
1;Łukasz;m
